241274665,TOP,2639085398,164,420,SOLO,1510117460568
241274665,BOTTOM,2639037296,429,420,DUO_CARRY,1510115115880
241274665,BOTTOM,2639008860,498,420,DUO_CARRY,1510113063904
241274665,BOTTOM,2638919176,29,420,DUO_CARRY,1510106270717
241274665,BOTTOM,2638886446,498,420,DUO_CARRY,1510103211663
241274665,BOTTOM,2638827899,29,420,DUO_CARRY,1510098157476
241274665,BOTTOM,2638820669,429,420,DUO_CARRY,1510095836556
241274665,BOTTOM,2638794118,429,420,DUO_CARRY,1510093546293
241274665,BOTTOM,2638747314,18,420,DUO_CARRY,1510091091052
241274665,BOTTOM,2638570489,498,420,DUO_CARRY,1510038877503
241274665,MID,2638545397,163,420,SOLO,1510036870379
241274665,BOTTOM,2638532294,29,420,DUO_CARRY,1510035459128
241274665,TOP,2638506496,164,420,SOLO,1510033663689
241274665,BOTTOM,2638498659,498,420,DUO,1510031887693
241274665,MID,2638385381,134,420,SOLO,1510024056290
241274665,BOTTOM,2638233461,29,420,DUO_CARRY,1510019468799
241274665,TOP,2638105374,164,420,SOLO,1510017192364
241274665,BOTTOM,2638064320,498,420,DUO_CARRY,1510014897692
241274665,MID,2637986208,134,420,SOLO,1510012490411
241274665,JUNGLE,2637990480,141,420,NONE,1510010951143
31645391,JUNGLE,2652892216,69,420,NONE,1511384563358
31645391,MID,2652835870,8,420,SOLO,1511380702209
31645391,BOTTOM,2652809224,81,420,DUO_CARRY,1511378986470
31645391,MID,2652519842,7,420,SOLO,1511369915911
31645391,MID,2652455231,134,420,SOLO,1511367811004
31645391,MID,2652452267,61,420,SOLO,1511365966139
31645391,MID,2652303521,142,430,SOLO,1511331611891
31645391,BOTTOM,2644519664,161,420,DUO_SUPPORT,1510589178564
31645391,MID,2641439313,8,420,SOLO,1510338589411
31645391,MID,2641431137,134,420,SOLO,1510335069964
31645391,MID,2641306100,161,420,SOLO,1510332641722
31645391,MID,2640597026,61,420,SOLO,1510256278506
31645391,TOP,2640568915,98,420,SOLO,1510252310597
31645391,MID,2639725817,163,450,NONE,1510180626039
31645391,MID,2639638979,13,450,NONE,1510172367040
31645391,MID,2638064563,25,450,NONE,1510014803323
31645391,MID,2638050455,268,450,NONE,1510013508088
31645391,MID,2637900200,143,450,NONE,1510003555484
31645391,MID,2637871744,61,420,SOLO,1510000071354
31645391,MID,2635464544,134,420,SOLO,1509731701109
201641498,JUNGLE,2656431402,121,430,NONE,1511687706948
201641498,JUNGLE,2656396763,12,430,NONE,1511685402855
201641498,BOTTOM,2656384909,223,430,DUO_SUPPORT,1511681536820
201641498,JUNGLE,2656338476,64,430,NONE,1511679667611
201641498,JUNGLE,2656351070,76,430,NONE,1511677967296
201641498,JUNGLE,2655371367,55,460,NONE,1511609306232
201641498,JUNGLE,2655360309,126,460,NONE,1511607412547
201641498,MID,2655348210,142,460,NONE,1511606162830
201641498,BOTTOM,2655336032,15,430,DUO_CARRY,1511603953641
201641498,JUNGLE,2655211722,64,430,NONE,1511589430272
201641498,TOP,2655176074,92,430,SOLO,1511586498294
201641498,TOP,2654549758,98,430,SOLO,1511512099299
201641498,MID,2654535842,134,430,SOLO,1511510615721
201641498,TOP,2654521793,98,430,SOLO,1511509067025
201641498,MID,2654466594,142,430,SOLO,1511504684393
201641498,MID,2654473102,67,1000,NONE,1511503897408
201641498,MID,2654458844,67,1000,NONE,1511503049989
201641498,MID,2654437544,67,1000,NONE,1511502484072
201641498,BOTTOM,2654415638,67,430,DUO_CARRY,1511500106985
201641498,BOTTOM,2654384389,67,430,DUO_CARRY,1511498016354
215226854,MID,2657090735,268,420,SOLO,1511757776378
215226854,MID,2657023406,91,420,SOLO,1511754171017
215226854,MID,2656943261,112,420,SOLO,1511748500493
215226854,MID,2656877214,112,420,SOLO,1511745388764
215226854,MID,2656853399,91,420,SOLO,1511742561561
215226854,MID,2656786397,38,420,SOLO,1511738707016
215226854,MID,2656777940,101,420,SOLO,1511736887918
215226854,MID,2656472942,91,420,SOLO,1511696720211
215226854,MID,2656489868,238,420,SOLO,1511693809789
215226854,MID,2656432855,91,420,SOLO,1511688639801
215226854,JUNGLE,2656418455,121,420,NONE,1511686509381
