36541962,JUNGLE,2638856112,121,420,NONE,1510100493612
36541962,MID,2638564575,9,420,SOLO,1510040376179
36541962,BOTTOM,2638540486,9,420,DUO,1510035161448
36541962,TOP,2637747973,9,420,SOLO,1509967615674
36541962,JUNGLE,2637746088,141,420,NONE,1509964537121
36541962,JUNGLE,2637744090,141,420,NONE,1509961836998
36541962,JUNGLE,2637750337,141,420,NONE,1509958962590
36541962,JUNGLE,2637736727,121,420,NONE,1509956770804
36541962,JUNGLE,2637723312,20,420,NONE,1509954200194
36541962,JUNGLE,2637665872,121,420,NONE,1509947311800
36541962,JUNGLE,2637648361,121,420,NONE,1509945381649
36541962,JUNGLE,2637595257,9,420,NONE,1509941681587
36541962,BOTTOM,2637562704,9,420,DUO_SUPPORT,1509938837192
36541962,JUNGLE,2637516565,9,420,NONE,1509935442947
36541962,JUNGLE,2637491137,121,420,NONE,1509932416878
36541962,BOTTOM,2637464045,9,420,DUO,1509930841861
36541962,JUNGLE,2637427004,59,420,NONE,1509929068063
36541962,JUNGLE,2637269080,121,420,NONE,1509917135344
36541962,JUNGLE,2637235072,121,420,NONE,1509913440863
36541962,MID,2637214957,9,420,SOLO,1509910842635
36541962,JUNGLE,2637195926,121,420,NONE,1509908403210
36541962,JUNGLE,2635609654,121,420,NONE,1509752091847
36541962,JUNGLE,2635597502,121,420,NONE,1509749314074
36541962,JUNGLE,2635590148,121,420,NONE,1509747001686
36541962,JUNGLE,2635555021,79,420,NONE,1509744831091
36541962,JUNGLE,2635497690,121,420,NONE,1509738276777
36541962,JUNGLE,2635492772,121,420,NONE,1509736062069
36541962,JUNGLE,2635469242,120,420,NONE,1509734301902
36541962,JUNGLE,2635474032,121,420,NONE,1509732053468
36541962,JUNGLE,2635471550,141,420,NONE,1509730593280
36541962,JUNGLE,2635375355,121,420,NONE,1509700218967
36541962,JUNGLE,2635355140,113,420,NONE,1509697623876
36541962,JUNGLE,2635360295,59,420,NONE,1509694944717
36541962,JUNGLE,2635323132,113,420,NONE,1509691137269
36541962,JUNGLE,2635297443,113,420,NONE,1509689433846
36541962,BOTTOM,2635219608,9,420,DUO_SUPPORT,1509686670009
36541962,JUNGLE,2635201206,56,420,NONE,1509683685800
36541962,JUNGLE,2635093556,121,420,NONE,1509682097573
229139287,BOTTOM,2663175299,412,420,DUO_SUPPORT,1512435123832
229139287,BOTTOM,2663148595,497,420,SOLO,1512433474552
229139287,MID,2661482013,61,420,SOLO,1512262910445
229139287,BOTTOM,2661407226,89,420,DUO_SUPPORT,1512259217203
229139287,BOTTOM,2661392036,101,420,DUO_SUPPORT,1512255733244
229139287,BOTTOM,2661365294,89,420,DUO,1512254015864
229139287,BOTTOM,2661165102,412,420,DUO_SUPPORT,1512235482507
229139287,BOTTOM,2660935864,12,420,DUO_SUPPORT,1512193001412
229139287,BOTTOM,2660891321,101,420,DUO_SUPPORT,1512190057664
229139287,BOTTOM,2660401109,21,420,DUO_SUPPORT,1512169611126
229139287,JUNGLE,2659719069,60,420,NONE,1512082415166
229139287,BOTTOM,2659721893,89,420,DUO,1512079982026
229139287,MID,2659669507,101,420,SOLO,1512074938208
229139287,BOTTOM,2659656016,497,420,DUO_SUPPORT,1512073231380
229139287,BOTTOM,2656360175,37,420,DUO_SUPPORT,1511680200657
229139287,BOTTOM,2652194555,81,420,DUO,1511324978265
229139287,MID,2652162152,61,420,SOLO,1511322455199
229139287,BOTTOM,2652117220,15,420,DUO_CARRY,1511319398881
229139287,BOTTOM,2652045630,37,420,DUO_SUPPORT,1511314893957
229139287,TOP,2650825879,62,420,SOLO,1511243776310
229139287,BOTTOM,2650397930,98,420,DUO_SUPPORT,1511215738937
229139287,BOTTOM,2650372680,60,420,DUO_SUPPORT,1511213276652
229139287,BOTTOM,2649010310,60,420,DUO_SUPPORT,1511067081918
229139287,BOTTOM,2648306019,236,420,DUO_CARRY,1510983770554
229139287,BOTTOM,2648253125,17,420,DUO_SUPPORT,1510981091719
229139287,BOTTOM,2648209582,21,420,DUO,1510980434159
229139287,BOTTOM,2647457488,89,420,DUO_SUPPORT,1510909662522
229139287,BOTTOM,2647464985,497,420,DUO_SUPPORT,1510908137264
229139287,BOTTOM,2647451083,37,420,DUO_SUPPORT,1510905715881
229139287,BOTTOM,2647431893,497,420,DUO_SUPPORT,1510902005336
229139287,BOTTOM,2647404088,40,420,DUO_SUPPORT,1510899428352
229139287,BOTTOM,2647377607,21,420,DUO_CARRY,1510897526425
229139287,BOTTOM,2647319050,497,420,DUO_SUPPORT,1510892987893
229139287,BOTTOM,2646871933,21,420,DUO_CARRY,1510819460596
229139287,TOP,2646777824,17,420,SOLO,1510817377769
229139287,BOTTOM,2646762946,267,420,DUO_SUPPORT,1510814915654
229139287,BOTTOM,2646662024,37,420,DUO_SUPPORT,1510811508540
229139287,BOTTOM,2646603291,37,420,DUO_SUPPORT,1510809495727
229139287,BOTTOM,2645969199,21,420,DUO_CARRY,1510729663023
229139287,BOTTOM,2644780769,497,420,DUO_SUPPORT,1510621061994
229139287,BOTTOM,2644770717,81,420,DUO_SUPPORT,1510619045637
229139287,BOTTOM,2644720594,21,420,DUO_CARRY,1510616220310
229139287,BOTTOM,2641439313,40,420,DUO_SUPPORT,1510338589411
229139287,BOTTOM,2640631631,497,420,DUO_SUPPORT,1510258518864
229139287,BOTTOM,2640586617,17,420,DUO_SUPPORT,1510255867662
